,var_name,range_key,n_unq_vals,info_from_api
0,HHLANP,False,100,True
1,FBATHP,False,3,True
2,DRIVESP,False,7,True
3,FWATP,False,3,True
4,FBROADBNDP,False,3,True
5,FWKWNP,False,2,True
6,HOTWAT,False,2,True
7,FWKHP,False,2,True
8,FFULP,False,3,True
9,FJWDP,False,2,True
10,WORKSTAT,False,16,True
11,PINCP,True,1530,True
12,FPOBP,False,2,True
13,STOV,False,3,True
14,FMHP,False,3,True
15,RACAIAN,False,2,True
16,SRNT,False,3,True
17,SEX,False,2,True
18,DOUT,False,3,True
19,FACCESSP,False,3,True
20,OTHSVCEX,False,3,True
21,INDP,False,258,True
22,PRIVCOV,False,2,True
23,FINTP,False,2,True
24,HUPAC,False,5,False
25,FBLDP,False,3,True
26,DEAR,False,2,True
27,DIS,False,2,True
28,ACR,False,4,True
29,FINSP,False,3,False
30,MARHYP,False,80,True
31,PAP,True,58,True
32,HINCP,True,3052,True
33,WKWN,True,53,True
34,RACWHT,False,2,True
35,GASP,True,60,True
36,FBDSP,False,3,True
37,FWKLP,False,2,True
38,FSCHP,False,2,True
39,FMARHTP,False,2,True
40,JWTRNS,False,13,True
41,FRNTMP,False,3,True
42,FOTHSVCEXP,False,3,True
43,CIT,False,5,False
44,LAPTOP,False,3,True
45,FMRGIP,False,3,True
46,JWRIP,False,10,True
47,FCOMPOTHXP,False,3,True
48,FSEMP,False,2,True
49,ENG,False,5,True
50,FSSIP,False,2,True
51,FS,False,2,True
52,DIVISION,False,9,True
53,WRK,False,3,True
54,DRATX,False,3,True
55,SMOCP,True,2705,True
56,VPS,False,15,False
57,NWLA,False,4,True
58,FACRP,False,3,True
59,SCIENGRLP,False,3,True
60,FJWTRNSP,False,2,True
61,AGS,False,7,True
62,FSTOVP,False,3,True
63,FMARHWP,False,2,True
64,FTELP,False,3,True
65,QTRBIR,False,4,True
66,FPERNP,False,2,True
67,FDISP,False,2,True
68,WAGP,True,600,True
69,RWAT,False,3,True
70,FPLMPRP,False,2,True
71,TAXAMT,True,81,True
72,NWLK,False,4,True
73,ANC2P,False,123,True
74,REGION,False,4,True
75,FMARHYP,False,2,True
76,FRETP,False,2,True
77,SMP,True,102,True
78,FTENP,False,3,True
79,BLD,False,11,True
80,MAR,False,5,False
81,SMX,False,5,False
82,FVEHP,False,3,False
83,GASFP,False,5,False
84,VALP,False,542,False
85,HIMRKS,False,3,False
86,FCITP,False,2,False
87,RACNUM,False,5,False
88,SPORDER,False,11,False
89,ESP,False,9,False
90,MRGI,False,3,False
91,ESR,False,6,False
92,OCCP,False,461,False
93,FMRGP,False,3,False
94,COW,False,10,False
95,MRGP,False,154,False
96,TABLET,False,3,False
97,MRGX,False,4,False
98,MULTG,False,3,False
99,MRGT,False,3,False
100,FOCCP,False,2,False
101,FREFRP,False,3,False
102,FRWATP,False,3,False
103,RAC1P,False,9,False
104,RNTM,False,3,False
105,DREM,False,3,False
106,MIGSP,False,80,False
107,NWRE,False,4,False
108,FDIALUPP,False,3,False
109,RNTP,False,129,False
110,HUPAOC,False,5,False
111,MV,False,8,False
112,FAGSP,False,3,False
113,ANC,False,4,False
114,OIP,False,217,False
115,NP,False,15,False
116,NR,False,3,False
117,LNGI,False,3,False
118,ANC1P,False,186,False
119,HISPEED,False,3,False
120,PLM,False,3,False
121,RAC3P,False,78,False
122,LANP,False,86,False
123,OC,False,3,False
124,FLAPTOPP,False,3,False
125,LANX,False,3,False
126,HUPARC,False,5,False
127,FMVP,False,3,False
128,SVAL,False,3,False
129,RAC2P,False,57,False
130,FPOWSP,False,2,False
131,SSP,False,333,False
132,NAICSP,False,256,False
133,WATFP,False,4,False
134,RMSP,False,21,False
135,BDSP,False,10,False
136,FGASP,False,3,False
137,RESMODE,False,4,False
138,REFR,False,3,False
139,POWSP,False,56,False
140,FPLMP,False,3,False
141,JWAP,False,253,False
142,DIALUP,False,3,False
143,ELEFP,False,4,False
144,RELSHIPP,False,19,False
145,MIG,False,4,False
146,RC,False,3,False
147,MIL,False,5,False
148,WAOB,False,8,False
149,FHINS7P,False,2,False
150,INTP,False,302,False
151,RACASN,False,2,False
152,FINDP,False,2,False
153,FHISPEEDP,False,3,False
154,FPAP,False,2,False
155,JWMNP,False,79,False
156,FHINS6P,False,2,False
157,FKITP,False,3,False
158,INSP,False,167,False
159,ST,False,51,False
160,YBL,False,24,False
161,FFINCP,False,3,False
162,FINCP,False,2749,False
163,YOEP,False,78,False
164,FSMXHP,False,3,False
165,FTABLETP,False,3,False
166,FLANXP,False,2,False
167,FCOWP,False,2,False
168,GRNTP,False,869,False
169,FJWMNP,False,2,False
170,HINS2,False,2,False
171,HINS3,False,2,False
172,HINS5,False,2,False
173,FWAGP,False,2,False
174,FGRNTP,False,3,False
175,PUMA,False,791,False
176,FHINS5P,False,2,False
177,FHINS5C,False,3,False
178,FVACSP,False,2,False
179,FHOTWATP,False,2,False
180,FMARHDP,False,2,False
181,MARHT,False,4,False
182,SERIALNO,False,10114,False
183,DECADE,False,9,False
184,MARHW,False,3,False
185,MARHM,False,3,False
186,PSF,False,3,False
187,POBP,False,177,False
188,CPLT,False,5,False
189,NOP,False,9,False
190,FSMARTPHONP,False,3,False
191,FULP,False,122,False
192,FHINS3P,False,2,False
193,SINK,False,3,False
194,KIT,False,3,False
195,FVALP,False,3,False
196,JWDP,False,139,False
197,WKEXREL,False,16,False
198,DPHY,False,3,False
199,FHINS3C,False,3,False
200,FDEARP,False,2,False
201,NPP,False,3,False
202,FHINS2P,False,2,False
203,FSCHLP,False,2,False
204,FRWATPRP,False,2,False
205,FPARC,False,5,False
206,MIGPUMA,False,153,False
207,HUGCL,False,3,False
208,DDRS,False,3,False
209,MARHD,False,3,False
210,FMRGXP,False,3,False
211,SATELLITE,False,3,False
212,FULFP,False,4,False
213,POVPIP,False,503,False
214,BATH,False,3,False
215,FSATELLITEP,False,3,False
216,GCL,False,3,False
217,WKHP,False,78,False
218,FRNTP,False,3,False
219,HFL,False,10,False
220,FSMP,False,3,False
221,TYPE,False,3,False
222,FRMSP,False,3,False
223,POWPUMA,False,190,False
224,PARTNER,False,6,False
225,FELEP,False,3,False
226,CONP,False,67,False
227,FMIGP,False,2,False
228,HISP,False,22,False
229,FESRP,False,2,False
230,HHL,False,6,False
231,AGEP,False,97,False
232,SEMP,False,198,False
233,HHT,False,8,False
234,OCPIP,False,99,False
235,SCHG,False,17,False
236,FTAXP,False,3,False
237,MSP,False,7,False
238,RACBLK,False,2,False
239,FMRGTP,False,3,False
240,FER,False,3,False
241,SCHL,False,25,False
242,NATIVITY,False,2,False
243,SMARTPHONE,False,3,False
244,FES,False,9,False
245,VEH,False,8,False
246,HHT2,False,13,False
247,FDREMP,False,2,False
248,NWAB,False,4,False
249,FCONP,False,3,False
250,FYBLP,False,3,False
251,FOIP,False,2,False
252,BROADBND,False,3,False
253,NWAV,False,5,False
254,FDPHYP,False,2,False
255,FFODP,False,2,False
256,PAOC,False,5,False
257,FMARHMP,False,2,False
258,SSIP,False,110,False
259,FJWRIP,False,2,False
260,COMPOTHX,False,3,False
261,FSINKP,False,3,False
262,ELEP,False,67,False
263,FHFLP,False,3,False
264,WIF,False,5,False
265,FSMXSP,False,3,False
266,RETP,False,428,False
267,FSSP,False,2,False
268,PLMPRP,False,2,False
269,SCIENGP,False,3,False
270,CITWP,False,65,False
271,FMILSP,False,2,False
272,ACCESS,False,4,False
273,FPINCP,False,2,False
274,FOD1P,False,157,False
275,FMARP,False,2,False
276,SOCP,False,470,False
277,FSMOCP,False,3,False
278,FDOUTP,False,2,False
279,PERNP,False,642,False
280,SCH,False,4,False
281,WKL,False,4,False
282,TEL,False,4,False
283,TEN,False,5,False
284,BST,False,51,False
