,var_name,range_key,n_unq_vals,info_from_api
0,HHLANP,False,124,True
1,FBATHP,False,3,True
2,DRIVESP,False,7,True
3,WGTP23,True,684,True
4,WGTP22,True,691,True
5,WGTP25,True,692,True
6,WGTP24,True,683,True
7,FWATP,False,3,True
8,WGTP21,True,706,True
9,WGTP20,True,699,True
10,WGTP27,True,696,True
11,WGTP26,True,687,True
12,WGTP29,True,681,True
13,WGTP28,True,699,True
14,FBROADBNDP,False,3,True
15,FWKWNP,False,2,True
16,HOTWAT,False,2,True
17,FWKHP,False,2,True
18,FFULP,False,3,True
19,FJWDP,False,2,True
20,WORKSTAT,False,16,True
21,WGTP34,True,686,True
22,WGTP33,True,702,True
23,WGTP36,True,701,True
24,PINCP,True,2427,True
25,WGTP35,True,686,True
26,FPOBP,False,2,True
27,WGTP30,True,706,True
28,WGTP32,True,703,True
29,STOV,False,3,True
30,WGTP31,True,711,True
31,FMHP,False,3,True
32,RACAIAN,False,2,True
33,WGTP38,True,710,True
34,WGTP37,True,691,True
35,WGTP39,True,689,True
36,SRNT,False,3,True
37,SEX,False,2,True
38,WGTP45,True,697,True
39,WGTP44,True,695,True
40,DOUT,False,3,True
41,WGTP47,True,687,True
42,FACCESSP,False,3,True
43,WGTP46,True,691,True
44,WGTP41,True,695,True
45,WGTP40,True,692,True
46,WGTP43,True,689,True
47,WGTP42,True,684,True
48,INDP,False,270,True
49,WGTP49,True,691,True
50,WGTP48,True,680,True
51,PRIVCOV,False,2,True
52,FINTP,False,2,True
53,HUPAC,False,5,True
54,WGTP50,True,702,True
55,FBLDP,False,3,True
56,WGTP56,True,700,True
57,WGTP55,True,686,True
58,WGTP58,True,700,True
59,WGTP57,True,686,True
60,WGTP52,True,686,True
61,DEAR,False,2,True
62,WGTP51,True,705,True
63,WGTP54,True,689,True
64,DIS,False,2,True
65,WGTP53,True,690,True
66,ACR,False,4,True
67,FINSP,False,3,True
68,WGTP59,True,682,True
69,MARHYP,False,81,True
70,PAP,True,123,True
71,WGTP7,True,697,True
72,PWGTP30,True,730,True
73,WGTP6,True,694,True
74,PWGTP31,True,740,True
75,HINCP,True,4942,True
76,WGTP5,True,673,True
77,PWGTP32,True,736,True
78,WKWN,True,53,True
79,WGTP4,True,703,True
80,PWGTP33,True,719,True
81,PWGTP34,True,717,True
82,PWGTP35,True,725,True
83,WGTP9,True,694,True
84,PWGTP36,True,727,True
85,WGTP8,True,686,True
86,WGTP3,True,705,True
87,WGTP2,True,686,True
88,RACWHT,False,2,True
89,WGTP1,True,702,True
90,PWGTP26,True,717,True
91,PWGTP27,True,724,True
92,PWGTP28,True,721,True
93,PWGTP29,True,724,True
94,FBDSP,False,3,True
95,FWKLP,False,2,True
96,FSCHP,False,2,True
97,FMARHTP,False,2,True
98,PWGTP20,True,736,True
99,PWGTP21,True,727,True
100,GRPIP,True,102,True
101,PWGTP22,True,718,True
102,PWGTP23,True,724,True
103,PWGTP24,True,714,True
104,PWGTP25,True,711,True
105,JWTRNS,False,13,True
106,FRNTMP,False,3,True
107,FOTHSVCEXP,False,3,True
108,CIT,False,5,True
109,LAPTOP,False,3,True
110,FMRGIP,False,3,True
111,JWRIP,False,11,True
112,PWGTP15,True,712,True
113,FCOMPOTHXP,False,3,True
114,PWGTP16,True,722,True
115,FSEMP,False,2,True
116,PWGTP17,True,730,True
117,PWGTP18,True,736,True
118,PWGTP19,True,728,True
119,ENG,False,5,True
120,PWGTP10,True,731,True
121,PWGTP11,True,732,True
122,PWGTP12,True,696,True
123,PWGTP13,True,711,True
124,PWGTP14,True,729,True
125,FSSIP,False,2,True
126,FS,False,2,True
127,DIVISION,False,9,True
128,WRK,False,3,True
129,DRATX,False,3,True
130,SMOCP,True,3677,True
131,VPS,False,14,True
132,NWLA,False,4,True
133,FACRP,False,3,True
134,SCIENGRLP,False,3,True
135,FJWTRNSP,False,2,True
136,WGTP12,True,679,True
137,WGTP14,True,703,True
138,WGTP13,True,688,True
139,AGS,False,7,True
140,FSTOVP,False,3,True
141,WGTP10,True,703,True
142,WGTP19,True,689,True
143,WGTP16,True,687,True
144,WGTP15,True,689,True
145,WGTP18,True,693,True
146,WGTP17,True,703,True
147,FMARHWP,False,2,True
148,FTELP,False,3,True
149,PWGTP73,True,710,True
150,PWGTP74,True,707,True
151,PWGTP75,True,719,True
152,QTRBIR,False,4,True
153,FPERNP,False,2,True
154,PWGTP76,True,720,True
155,PWGTP77,True,729,True
156,PWGTP78,True,729,True
157,PWGTP79,True,733,True
158,PWGTP70,True,716,True
159,PWGTP71,True,727,True
160,PWGTP72,True,735,True
161,FDISP,False,2,True
162,PWGTP,True,636,True
163,WAGP,True,750,True
164,RWAT,False,3,True
165,PWGTP62,True,718,True
166,PWGTP63,True,711,True
167,PWGTP64,True,728,True
168,PWGTP65,True,723,True
169,PWGTP66,True,726,True
170,PWGTP67,True,738,True
171,PWGTP68,True,731,True
172,PWGTP69,True,733,True
173,FPLMPRP,False,2,True
174,TAXAMT,True,81,True
175,NWLK,False,4,True
176,ANC2P,False,164,True
177,PWGTP60,True,751,True
178,PWGTP61,True,725,True
179,REGION,False,4,True
180,FMARHYP,False,2,True
181,FRETP,False,2,True
182,SMP,True,117,True
183,PWGTP59,True,722,True
184,FTENP,False,3,True
185,BLD,False,11,True
186,SMX,False,5,True
187,FVEHP,False,3,True
188,PWGTP51,True,721,True
189,PWGTP52,True,704,True
190,PWGTP53,True,704,True
191,PWGTP54,True,719,True
192,PWGTP55,True,719,True
193,GASFP,False,5,True
194,PWGTP56,True,705,True
195,PWGTP57,True,708,True
196,PWGTP58,True,720,True
197,VALP,True,689,True
198,HIMRKS,False,3,True
199,PWGTP50,True,737,True
200,FDEYEP,False,2,True
201,FCITP,False,2,True
202,RACNUM,True,5,True
203,PWGTP48,True,717,True
204,PWGTP49,True,727,True
205,SPORDER,True,16,True
206,PWGTP40,True,718,True
207,PWGTP41,True,710,True
208,PWGTP42,True,720,True
209,PWGTP43,True,721,True
210,ESP,False,9,True
211,MRGI,False,3,True
212,PWGTP44,True,718,True
213,WGTP,True,588,True
214,PWGTP45,True,711,True
215,ESR,False,6,True
216,OCCP,False,512,True
217,PWGTP46,True,728,True
218,PWGTP47,True,705,True
219,FMRGP,False,3,True
220,COW,False,10,True
221,MRGP,True,159,True
222,TABLET,False,3,True
223,MRGX,False,4,True
224,MULTG,False,3,True
225,MRGT,False,3,True
226,FOCCP,False,2,True
227,PWGTP37,True,711,True
228,PWGTP38,True,709,True
229,PWGTP39,True,707,True
230,FREFRP,False,3,True
231,WGTP61,True,684,True
232,WGTP60,True,692,True
233,WGTP67,True,668,True
234,WGTP69,True,684,True
235,WGTP68,True,686,True
236,WGTP63,True,693,True
237,FRWATP,False,3,True
238,WGTP62,True,697,True
239,WGTP65,True,680,True
240,WGTP64,True,687,True
241,RAC1P,False,9,True
242,RNTM,False,3,True
243,DREM,False,3,True
244,MIGSP,False,92,True
245,NWRE,False,4,True
246,FDIALUPP,False,3,True
247,RNTP,True,131,True
248,WGTP70,True,683,True
249,HUPAOC,False,5,True
250,WGTP72,True,693,True
251,WGTP71,True,691,True
252,WGTP78,True,690,True
253,MV,False,8,True
254,WGTP77,True,684,True
255,WGTP79,True,664,True
256,WGTP74,True,687,True
257,WGTP73,True,682,True
258,WGTP76,True,689,True
259,WGTP75,True,695,True
260,FAGSP,False,3,True
261,ANC,False,4,True
262,OIP,True,298,True
263,WGTP80,True,698,True
264,NP,True,18,True
265,NR,False,3,True
266,LNGI,False,3,True
267,ANC1P,False,214,True
268,HISPEED,False,3,True
269,PLM,False,3,True
270,RAC3P,False,90,True
271,LANP,False,115,True
272,OC,False,3,True
273,FLAPTOPP,False,3,True
274,LANX,False,3,True
275,HUPARC,False,5,True
276,FMVP,False,3,True
277,SVAL,False,3,True
278,PWGTP80,True,721,True
279,RAC2P,False,64,True
280,FPOWSP,False,2,True
281,SSP,True,378,True
282,R18,False,7,True
283,NAICSP,False,268,True
284,WATFP,False,4,True
285,RMSP,True,21,True
286,BDSP,True,10,True
287,FGASP,False,7,True
288,RESMODE,False,5,True
289,REFR,False,3,True
290,POWSP,False,57,True
291,FPLMP,False,9,True
292,JWAP,False,281,True
293,DIALUP,False,4,True
294,ELEFP,False,4,True
295,RELSHIPP,False,26,True
296,MIG,False,7,True
297,RC,False,4,True
298,MIL,False,6,True
299,WAOB,False,9,True
300,FHINS7P,False,5,True
301,INTP,True,452,True
302,RACASN,False,3,True
303,FINDP,False,2,True
304,FHISPEEDP,False,3,True
305,FPAP,False,2,True
306,JWMNP,True,104,True
307,FHINS6P,False,2,True
308,FKITP,False,3,True
309,INSP,True,171,True
310,YBL,False,24,True
311,FFINCP,False,3,True
312,FINCP,True,4505,True
313,HINS6,False,2,True
314,YOEP,False,78,True
315,FSMXHP,False,3,True
316,FTABLETP,False,3,True
317,FLANXP,False,2,True
318,FCOWP,False,2,True
319,GRNTP,True,1484,True
320,FJWMNP,False,2,True
321,HINS2,False,2,True
322,HINS3,False,2,True
323,FDDRSP,False,2,True
324,FWAGP,False,2,True
325,FGRNTP,False,3,True
326,PUMA,True,936,True
327,FHINS5P,False,2,True
328,FHINS5C,False,3,True
329,FVACSP,False,2,True
330,FHOTWATP,False,2,True
331,R60,False,4,True
332,FMARHDP,False,2,True
333,R65,False,4,True
334,MARHT,False,4,True
335,SERIALNO,False,24974,False
336,DECADE,False,9,True
337,MARHW,False,3,True
338,MARHM,False,3,True
339,PSF,False,3,True
340,NOC,True,13,True
341,POBP,False,212,True
342,CPLT,False,5,True
343,NOP,False,9,True
344,FSMARTPHONP,False,3,True
345,FULP,True,141,True
346,FHINS3P,False,2,True
347,SINK,False,3,True
348,KIT,False,3,True
349,FVALP,False,3,True
350,JWDP,False,149,True
351,WKEXREL,False,16,True
352,DPHY,False,3,True
353,NPF,True,17,True
354,FHINS3C,False,3,True
355,FDEARP,False,2,True
356,NPP,False,3,True
357,FHINS2P,False,2,True
358,FSCHLP,False,2,True
359,FRWATPRP,False,2,True
360,FPARC,False,5,True
361,MIGPUMA,True,191,True
362,HUGCL,False,3,True
363,DDRS,False,3,True
364,MARHD,False,3,True
365,SATELLITE,False,3,True
366,FULFP,False,4,True
