,var_name,range_key,n_unq_vals,info_from_api
0,HHLANP,False,124,True
1,FBATHP,False,3,True
2,DRIVESP,False,7,True
3,WGTP23,True,684,True
4,WGTP22,True,691,True
5,WGTP25,True,692,True
6,WGTP24,True,683,True
7,FWATP,False,3,True
8,WGTP21,True,706,True
9,WGTP20,True,699,True
10,WGTP27,True,696,True
11,WGTP26,True,687,True
12,WGTP29,True,681,True
13,WGTP28,True,699,True
14,FBROADBNDP,False,3,True
15,FWKWNP,False,2,True
16,HOTWAT,False,2,True
17,FWKHP,False,2,True
18,FFULP,False,3,True
19,FJWDP,False,2,True
20,WORKSTAT,False,16,True
21,WGTP34,True,686,True
22,WGTP33,True,702,True
23,WGTP36,True,701,True
24,PINCP,True,2427,True
25,WGTP35,True,686,True
26,FPOBP,False,2,True
27,WGTP30,True,706,True
28,WGTP32,True,703,True
29,STOV,False,3,True
30,WGTP31,True,711,True
31,FMHP,False,3,True
32,RACAIAN,False,2,True
33,WGTP38,True,710,True
34,WGTP37,True,691,True
35,WGTP39,True,689,True
36,PUBCOV,False,2,True
37,SRNT,False,3,True
38,SEX,False,2,True
39,WGTP45,True,697,True
40,WGTP44,True,695,True
41,DOUT,False,3,True
42,WGTP47,True,687,True
43,FACCESSP,False,3,True
44,WGTP46,True,691,True
45,WGTP41,True,695,True
46,WGTP40,True,692,True
47,WGTP43,True,689,True
48,WGTP42,True,684,True
49,INDP,False,270,True
50,WGTP49,True,691,True
51,WGTP48,True,680,True
52,FINTP,False,2,True
53,HUPAC,False,5,True
54,WGTP50,True,702,True
55,FBLDP,False,3,True
56,WGTP56,True,700,True
57,WGTP55,True,686,True
58,WGTP58,True,700,True
59,WGTP57,True,686,True
60,WGTP52,True,686,True
61,DEAR,False,2,True
62,WGTP51,True,705,True
63,WGTP54,True,689,True
64,DIS,False,2,True
65,WGTP53,True,690,True
66,ACR,False,4,True
67,FINSP,False,3,True
68,WGTP59,True,682,True
69,MARHYP,False,81,True
70,PAP,True,123,True
71,WGTP7,True,697,True
72,PWGTP30,True,730,True
73,WGTP6,True,694,True
74,PWGTP31,True,740,True
75,HINCP,True,4942,True
76,WGTP5,True,673,True
77,PWGTP32,True,736,True
78,WKWN,True,53,True
79,WGTP4,True,703,True
80,PWGTP33,True,719,True
81,PWGTP34,True,717,True
82,PWGTP35,True,725,True
83,WGTP9,True,694,True
84,PWGTP36,True,727,True
85,WGTP8,True,686,True
86,WGTP3,True,705,True
87,WGTP2,True,686,True
88,RACWHT,False,2,True
89,WGTP1,True,702,True
90,PWGTP26,True,717,True
91,PWGTP27,True,724,True
92,PWGTP28,True,721,True
93,PWGTP29,True,724,True
94,FBDSP,False,3,True
95,FWKLP,False,2,True
96,FSCHP,False,2,True
97,FMARHTP,False,2,True
98,PWGTP20,True,736,True
99,PWGTP21,True,727,True
100,GRPIP,True,102,True
101,PWGTP22,True,718,True
102,PWGTP23,True,724,True
103,PWGTP24,True,714,True
104,PWGTP25,True,711,True
105,JWTRNS,False,13,True
106,FRNTMP,False,3,True
107,FOTHSVCEXP,False,3,True
108,CIT,False,5,True
109,LAPTOP,False,3,True
110,FMRGIP,False,3,True
111,JWRIP,False,11,True
112,PWGTP15,True,712,True
113,FCOMPOTHXP,False,3,True
114,PWGTP16,True,722,True
115,FSEMP,False,2,True
116,PWGTP17,True,730,True
117,PWGTP18,True,736,True
118,PWGTP19,True,728,True
119,ENG,False,5,True
120,PWGTP10,True,731,True
121,PWGTP11,True,732,True
122,PWGTP12,True,696,True
123,PWGTP13,True,711,True
124,PWGTP14,True,729,True
125,FSSIP,False,2,True
126,FS,False,2,True
127,DIVISION,False,9,True
128,WRK,False,3,True
129,DRATX,False,3,True
130,SMOCP,True,3677,True
131,VPS,False,14,True
132,NWLA,False,4,True
133,FACRP,False,3,True
134,SCIENGRLP,False,3,True
135,FJWTRNSP,False,2,True
136,WGTP12,True,679,True
137,WGTP14,True,703,True
138,WGTP13,True,688,True
139,AGS,False,7,True
140,FSTOVP,False,3,True
141,WGTP10,True,703,True
142,WGTP19,True,689,True
143,WGTP16,True,687,True
144,WGTP15,True,689,True
145,WGTP18,True,693,True
146,WGTP17,True,703,True
147,FMARHWP,False,2,True
148,FTELP,False,3,True
149,PWGTP73,True,710,True
150,PWGTP74,True,707,True
151,PWGTP75,True,719,True
152,QTRBIR,False,4,True
153,FPERNP,False,2,True
154,PWGTP76,True,720,True
155,PWGTP77,True,729,True
156,PWGTP78,True,729,True
157,PWGTP79,True,733,True
158,PWGTP70,True,716,True
159,PWGTP71,True,727,True
160,PWGTP72,True,735,True
161,FDISP,False,2,True
162,PWGTP,True,636,True
163,WAGP,True,750,True
164,RWAT,False,3,True
165,PWGTP62,True,718,True
166,PWGTP63,True,711,True
167,PWGTP64,True,728,True
168,PWGTP65,True,723,True
169,PWGTP66,True,726,True
170,PWGTP67,True,738,True
171,PWGTP68,True,731,True
172,PWGTP69,True,733,True
173,FPLMPRP,False,2,True
174,TAXAMT,True,81,True
175,NWLK,False,4,True
176,ANC2P,False,164,True
177,PWGTP60,True,751,True
178,FPUBCOVP,False,2,True
179,PWGTP61,True,725,True
180,REGION,False,4,True
181,FMARHYP,False,2,True
182,FRETP,False,2,True
183,SMP,True,117,True
184,PWGTP59,True,722,True
185,FTENP,False,3,True
186,BLD,False,11,True
187,SMX,False,5,True
188,FVEHP,False,3,True
189,PWGTP51,True,721,True
190,PWGTP52,True,704,True
191,PWGTP53,True,704,True
192,PWGTP54,True,719,True
193,PWGTP55,True,719,True
194,GASFP,False,5,True
195,PWGTP56,True,705,True
196,PWGTP57,True,708,True
197,PWGTP58,True,720,True
198,VALP,True,689,True
199,HIMRKS,False,3,True
200,PWGTP50,True,737,True
201,FDEYEP,False,2,True
202,FCITP,False,2,True
203,RACNUM,True,5,True
204,PWGTP48,True,717,True
205,PWGTP49,True,727,True
206,SPORDER,True,16,True
207,PWGTP40,True,718,True
208,PWGTP41,True,710,True
209,PWGTP42,True,720,True
210,PWGTP43,True,721,True
211,ESP,False,9,True
212,MRGI,False,3,True
213,PWGTP44,True,718,True
214,WGTP,True,588,True
215,PWGTP45,True,711,True
216,ESR,False,6,True
217,OCCP,False,512,True
218,PWGTP46,True,728,True
219,PWGTP47,True,705,True
220,FMRGP,False,3,True
221,COW,False,10,True
222,MRGP,True,159,True
223,TABLET,False,3,True
224,MRGX,False,4,True
225,MULTG,False,3,True
226,MRGT,False,3,True
227,FOCCP,False,2,True
228,PWGTP37,True,711,True
229,PWGTP38,True,709,True
230,PWGTP39,True,707,True
231,FREFRP,False,3,True
232,WGTP61,True,684,True
233,WGTP60,True,692,True
234,WGTP67,True,668,True
235,WGTP69,True,684,True
236,WGTP68,True,686,True
237,WGTP63,True,693,True
238,FRWATP,False,3,True
239,WGTP62,True,697,True
240,WGTP65,True,680,True
241,WGTP64,True,687,True
242,RAC1P,False,9,True
243,RNTM,False,3,True
244,DREM,False,3,True
245,MIGSP,False,92,True
246,NWRE,False,4,True
247,FDIALUPP,False,3,True
248,RNTP,True,131,True
249,WGTP70,True,683,True
250,HUPAOC,False,5,True
251,WGTP72,True,693,True
252,WGTP71,True,691,True
253,WGTP78,True,690,True
254,MV,False,8,True
255,WGTP77,True,684,True
256,WGTP79,True,664,True
257,WGTP74,True,687,True
258,WGTP73,True,682,True
259,WGTP76,True,689,True
260,WGTP75,True,695,True
261,FAGSP,False,3,True
262,ANC,False,4,True
263,OIP,True,298,True
264,WGTP80,True,698,True
265,NP,True,18,True
266,NR,False,3,True
267,LNGI,False,3,True
268,ANC1P,False,214,True
269,HISPEED,False,3,True
270,PLM,False,3,True
271,RAC3P,False,90,True
272,LANP,False,115,True
273,OC,False,3,True
274,FLAPTOPP,False,3,True
275,LANX,False,3,True
276,HUPARC,False,5,True
277,FMVP,False,3,True
278,SVAL,False,3,True
279,PWGTP80,True,721,True
280,RAC2P,False,64,True
281,FPOWSP,False,2,True
282,SSP,True,378,True
283,R18,False,7,True
284,NAICSP,False,268,True
285,WATFP,False,4,True
286,RMSP,True,21,True
287,BDSP,True,10,True
288,FGASP,False,7,True
289,RESMODE,False,5,True
290,REFR,False,3,True
291,POWSP,False,57,True
292,FPLMP,False,9,True
293,JWAP,False,281,True
294,DIALUP,False,4,True
295,ELEFP,False,4,True
296,RELSHIPP,False,26,True
297,MIG,False,7,True
298,RC,False,4,True
299,MIL,False,6,True
300,WAOB,False,9,True
301,FHINS7P,False,5,True
302,INTP,True,452,True
303,RACASN,False,3,True
304,FINDP,False,2,True
305,FHISPEEDP,False,3,True
306,FPAP,False,2,True
307,JWMNP,True,104,True
308,FHINS6P,False,2,True
309,FKITP,False,3,True
310,INSP,True,171,True
311,YBL,False,24,True
312,FFINCP,False,3,True
313,FINCP,True,4505,True
314,HINS6,False,2,True
315,YOEP,False,78,True
316,FSMXHP,False,3,True
317,FTABLETP,False,3,True
318,FLANXP,False,2,True
319,FCOWP,False,2,True
320,GRNTP,True,1484,True
321,FJWMNP,False,2,True
322,HINS1,False,2,True
323,HINS2,False,2,True
324,HINS3,False,2,True
325,HINS4,False,2,True
326,FDDRSP,False,2,True
327,FWAGP,False,2,True
328,FGRNTP,False,3,True
329,PUMA,True,936,True
330,FHINS5P,False,2,True
331,FHINS5C,False,3,True
332,FVACSP,False,2,True
333,FHOTWATP,False,2,True
334,R60,False,4,True
335,FMARHDP,False,2,True
336,R65,False,4,True
337,MARHT,False,4,True
338,FHINS4P,False,2,True
339,SERIALNO,False,24974,False
340,DECADE,False,9,True
341,MARHW,False,3,True
342,MARHM,False,3,True
343,FHINS4C,False,3,True
344,PSF,False,3,True
345,NOC,True,13,True
346,POBP,False,212,True
347,CPLT,False,5,True
348,NOP,False,9,True
349,FSMARTPHONP,False,3,True
350,FULP,True,141,True
351,FHINS3P,False,2,True
352,SINK,False,3,True
353,KIT,False,3,True
354,FVALP,False,3,True
355,JWDP,False,149,True
356,WKEXREL,False,16,True
357,DPHY,False,3,True
358,NPF,True,17,True
359,FHINS3C,False,3,True
360,FDEARP,False,2,True
361,NPP,False,3,True
362,FHINS2P,False,2,True
363,FSCHLP,False,2,True
364,FRWATPRP,False,2,True
365,FPARC,False,5,True
366,MIGPUMA,True,191,True
